name,price,sweet,bitter,fruity,acidity,aging,soft
DFJ Vinhos 2009 Grand'Arte Alicante Bouschet (Lisboa),13,3.0,4.0,5.0,3.0,4.0,3.0
Keuka Spring 2012 Pre-Emption Vineyard Gew체rztraminer (Finger Lakes),22,5.0,3.0,3.0,5.0,3.0,3.0
Lujon 2013 Chardonnay (Willamette Valley),15,3.0,3.0,5.0,5.0,4.0,3.0
Signorello 2012 Las Amigas Vineyard Pinot Noir (Carneros),60,3.0,5.0,5.0,3.0,5.0,3.0
Watermill 2010 Pinot Noir (Walla Walla Valley (OR)),42,3.0,3.0,5.0,3.0,4.0,3.0
Avennia 2010 Parapine Syrah (Yakima Valley),35,3.0,3.0,5.0,3.0,4.0,3.0
Zaca Mesa 2012 Z Blanc White (Santa Ynez Valley),20,3.0,3.0,5.0,5.0,3.0,3.0
Ceago Vinegarden 2005 Del Lago Cabernet Sauvignon (Clear Lake),32,5.0,3.0,5.0,3.0,3.0,3.0
Delgado Zuleta NV Premium Pedro Xim챕nez Pedro Xim챕nez (Jerez),25,5.0,1.0,3.0,3.0,5.0,3.0
Ch창teau de Rayne Vigneau 2014  Sauternes,,3.0,5.0,5.0,5.0,3.0,3.0
Sparkman 2013 Darkness Syrah (Yakima Valley),62,3.0,5.0,5.0,3.0,3.0,5.0
Castelli Martinozzi 2015  Rosso di Montalcino,22,3.0,5.0,5.0,3.0,3.0,3.0
Bressia 2011 Profundo Red (Mendoza),40,3.0,3.0,5.0,3.0,5.0,3.0
Heavyweight 2009 ?쏞hamp??Jim the Gent Cabernet Sauvignon (California),14,5.0,3.0,5.0,3.0,3.0,3.0
Pagos del Rey 2011 Gran Bajoz  (Toro),30,5.0,1.0,5.0,3.0,3.0,2.0
Chesebro 2015 Cedar Lane Sauvignon Blanc (Arroyo Seco),18,3.0,3.0,3.0,4.0,3.0,3.0
Ch창teau Queyssard 2013  Bordeaux,13,3.0,3.0,5.0,5.0,2.0,1.0
Eximius NV Brut Ros챕 Sparkling (Cava),,3.0,3.0,5.0,5.0,5.0,3.0
Casanova di Neri 2007 Cerretalto  (Brunello di Montalcino),270,5.0,3.0,5.0,5.0,3.0,3.0
Panther Creek 2006 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),42,3.0,3.0,5.0,4.0,4.0,2.0
Dom채ne Wachau 2012 Terrassen Federspiel Gr체ner Veltliner (Wachau),14,3.0,3.0,4.0,5.0,4.0,3.0
Gypsy Dancer 2010 Tribute Pinot Noir (Willamette Valley),65,5.0,5.0,5.0,3.0,3.0,3.0
Casa Santos Lima 2014 Great Bustard Red (Alentejano),11,3.0,3.0,4.0,3.0,3.0,5.0
Pianetta 2012 Bilancio Red (Monterey),40,1.0,5.0,5.0,3.0,5.0,3.0
Antonio Caggiano 2012 Devon  (Greco di Tufo),25,3.0,3.0,5.0,5.0,3.0,3.0
Giovanni Chiappini 2010 Guado de' Gemoli  (Bolgheri Superiore),90,3.0,5.0,5.0,3.0,4.0,3.0
Corte Sant' Alda 2007 Campi Magri  (Valpolicella Superiore),,3.0,3.0,5.0,5.0,5.0,3.0
Dr. Hermann 2012 H Riesling (Mosel),16,4.0,3.0,4.0,5.0,4.0,2.0
Avancia 2015 Old Vines Godello (Valdeorras),32,3.0,3.0,4.0,5.0,5.0,5.0
Castell 2015 Schloss Castell Trocken Bacchus (Franken),,3.0,3.0,4.0,5.0,3.0,1.0
Domaine Zinck 2009 Riesling (Alsace),16,3.0,3.0,3.0,5.0,3.0,5.0
Pine & Post 2007 Cabernet Sauvignon (Washington),8,3.0,3.0,5.0,4.0,3.0,2.0
Ch창teau de Sours 2010  Bordeaux,21,3.0,3.0,5.0,3.0,5.0,1.0
Merriman 2013 The Brasher Block Old Vine Chenin Blanc (Columbia Valley (WA)),25,3.0,3.0,5.0,3.0,4.0,3.0
Domaine Amirault 2014 Le Fondis  (Saint-Nicolas-de-Bourgueil),35,3.0,3.0,4.0,3.0,3.0,2.0
Zarpado 2009 Malbec (Mendoza),6,3.0,3.0,5.0,3.0,4.0,3.0
Graham Beck NV Brut  (Robertson),16,3.0,3.0,3.0,5.0,3.0,3.0
Chehalem 2010 Reserve Pinot Gris (Willamette Valley),28,3.0,3.0,5.0,3.0,2.0,3.0
Robert Oatley 2009 Pinot Grigio (South Australia),16,3.0,5.0,3.0,3.0,5.0,3.0
Marcolino Sebo 2013 Visconde de Borba Red (Alentejo),7,3.0,5.0,5.0,3.0,3.0,5.0
Gifford Hirlinger 2007 Stateline Red Red (Walla Walla Valley (WA)),16,3.0,3.0,5.0,3.0,3.0,5.0
Ch창teau Soutard 2009  Saint-횋milion,38,3.0,3.0,4.0,3.0,3.0,5.0
Blackjack 2010 Billy Goat Hill Merlot (Santa Barbara County),45,4.0,5.0,3.0,3.0,4.0,3.0
Acorn 2013 Alegria Vineyards Axiom Syrah (Russian River Valley),36,3.0,3.0,5.0,5.0,4.0,5.0
Tinto Rey 2014 Super Tinto Red (Dunnigan Hills),22,3.0,3.0,5.0,3.0,3.0,1.0
Avondale NV Armilla Brut M챕thode Cap Classique Sparkling (Coastal Region),25,3.0,3.0,5.0,5.0,3.0,5.0
Ixsir 2010 Grande Reserve White (Lebanon),40,3.0,3.0,3.0,5.0,3.0,3.0
D.R. Stephens 2014 Walther River Block Estate Cabernet Sauvignon (Rutherford),135,3.0,5.0,5.0,3.0,3.0,3.0
Talley 2010 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),58,5.0,5.0,5.0,5.0,4.0,3.0
Wattle Creek 2009 The Triple Play Red (Yorkville Highlands),35,3.0,4.0,5.0,3.0,4.0,1.0
Tohu 2014 Chardonnay (Gisborne),17,3.0,3.0,5.0,5.0,3.0,3.0
Donna Olga 2008  Brunello di Montalcino,,3.0,5.0,5.0,5.0,5.0,3.0
Principe Corsini Fattoria Le Corti 2010  Chianti Classico,28,1.0,5.0,5.0,5.0,5.0,3.0
Ch창teau Couhins-Lurton 2010  Pessac-L챕ognan,,3.0,3.0,4.0,5.0,3.0,3.0
Wilridge 2013 Clifton Vineyard Nebbiolo (Wahluke Slope),20,3.0,3.0,5.0,4.0,3.0,3.0
Mano A Mano 2011 Manon Tempranillo (Vino de la Tierra de Castilla),19,3.0,5.0,5.0,3.0,5.0,3.0
Cascina Adelaide 2005 4 Vigne  (Barolo),56,3.0,3.0,5.0,3.0,3.0,3.0
Feudo Maccari 2010 Nero d'Avola (Sicilia),,3.0,3.0,5.0,3.0,3.0,3.0
Dona Maria-J첬lio Bastos 2008 Dona Maria Petit Verdot Petit Verdot (Alentejano),,3.0,5.0,5.0,3.0,3.0,3.0
Phelps Creek 2007 Cuv챕e Alexandrine Red (Columbia Gorge (OR)),42,3.0,3.0,5.0,4.0,2.0,3.0
Bar Dog 2015 Cabernet Sauvignon (California),13,3.0,3.0,5.0,3.0,4.0,3.0
La Pisara 2006 Red (Salice Salentino),12,3.0,3.0,5.0,3.0,1.0,3.0
Santa Alicia 2016 Reserva Estate Bottled Malbec (Maipo Valley),10,3.0,3.0,5.0,5.0,3.0,3.0
Rocky Point 2014 Russell-Grooters Vineyard Sauvignon Blanc,42,3.0,3.0,3.0,3.0,3.0,3.0
Les Vins de l'Herr챕 2013 La Galope Sauvignon Blanc (C척tes de Gascogne),11,3.0,3.0,3.0,4.0,3.0,3.0
Domaine Ostertag 2015 Clos Mathis Riesling (Alsace),47,3.0,3.0,5.0,5.0,3.0,1.0
Stonecap 2009 Chardonnay (Columbia Valley (WA)),8,3.0,3.0,5.0,5.0,3.0,3.0
Stags' Leap Winery 2013 Petite Sirah (Napa Valley),45,3.0,3.0,5.0,3.0,5.0,5.0
St. Francis 2014 Behler Vineyard Merlot (Sonoma Valley),48,3.0,5.0,5.0,3.0,5.0,3.0
Errazuriz 2012 Aconcagua Costa Single Vineyard Sauvignon Blanc (Aconcagua Valley),17,3.0,3.0,3.0,5.0,4.0,3.0
Castello di Gabbiano 2012  Chianti Classico,15,4.0,5.0,5.0,5.0,4.0,3.0
Adams Bench 2009 Artz and Shaw Red Mountain Cabernet Sauvignon (Red Mountain),39,3.0,3.0,5.0,3.0,5.0,3.0
Solitary Cellars 2012 East Block Zinfandel (Lodi),27,5.0,5.0,5.0,3.0,3.0,1.0
Quinta da Alorna 2015 Sauvignon Blanc (Tejo),,3.0,3.0,5.0,5.0,3.0,3.0
Scandolera NV Vigneti del Fait Extra Dry  (Prosecco di Valdobbiadene),,3.0,3.0,5.0,5.0,3.0,3.0
Illahe 2009 Pinot Noir (Willamette Valley),20,5.0,5.0,5.0,4.0,2.0,3.0
Fantelli 2007 Serie Magno Malbec (Mendoza),15,5.0,3.0,5.0,3.0,3.0,5.0
Navarro 2011 Pinot Gris (Anderson Valley),20,3.0,3.0,5.0,5.0,3.0,3.0
Block 50 2009 Shiraz (Central Ranges),10,3.0,3.0,5.0,4.0,3.0,3.0
Quarticello NV Ferrando  (Lambrusco dell'Emilia),21,3.0,3.0,5.0,5.0,3.0,3.0
Valle dell'Acate 2014 Tenuta Ibidini Nero d'Avola (Sicilia),15,4.0,5.0,5.0,3.0,5.0,5.0
Hawkstone 2005 Connoisseur Series Cabernet Sauvignon (Oakville),35,5.0,5.0,4.0,5.0,3.0,1.0
Travaglini 2009 Tre Vigne  (Gattinara),50,3.0,5.0,5.0,5.0,3.0,2.0
Seven Hills 2013 Ciel du Cheval Vintage Red (Red Mountain),45,3.0,5.0,3.0,5.0,4.0,3.0
Inman Family 2013 Endless Crush Ros챕 of Pinot Noir (Russian River Valley),25,3.0,3.0,5.0,4.0,3.0,1.0
Bersano 2009 Costalunga  (Barbera d'Asti),10,3.0,3.0,3.0,3.0,4.0,3.0
D찾o Sul 2008 Monte da Cal Reserva Red (Alentejano),20,3.0,5.0,5.0,3.0,4.0,5.0
Andr챕 Guichot 2009  Bourgogne,,3.0,3.0,5.0,5.0,5.0,3.0
Ch창teau Beaumont Les Pierri챔res 2014  Blaye C척tes de Bordeaux,,3.0,3.0,5.0,5.0,2.0,2.0
Ch창teau Bastor-Lamontagne 2010 Barrel sample  (Sauternes),,3.0,3.0,4.0,5.0,4.0,3.0
Vi챰a Mayor 2016 Verdejo (Rueda),14,3.0,3.0,5.0,5.0,3.0,3.0
Padelletti 2011  Brunello di Montalcino,90,4.0,5.0,5.0,3.0,4.0,3.0
Bodegas Juli찼n Chivite 2008 Coleccion 125 Blanco Fermentado en Barrica White (Navarra),54,3.0,3.0,5.0,3.0,4.0,3.0
Sanguinhal 2011 Quinta das Cerejeiras Reserva Red (Obidos),30,3.0,5.0,4.0,5.0,5.0,3.0
Marqu챕s de Murrieta 2010 Finca Ygay Gran Reserva Limited Edition  (Rioja),80,5.0,3.0,4.0,3.0,4.0,3.0
Ch창teau la Louvi챔re 2014  Pessac-L챕ognan,50,3.0,5.0,5.0,5.0,2.0,3.0
Clos du Val 2010 Merlot (Napa Valley),35,3.0,5.0,5.0,3.0,3.0,3.0
Genio Espa챰ol 2013 Roble Monastrell (Jumilla),16,3.0,3.0,5.0,5.0,5.0,3.0
Cantina Terlano 2006 M체ller-Thurgau (Alto Adige),18,3.0,3.0,5.0,3.0,3.0,4.0
Eichinger 2015 Ried Gaisberg Reserve Gr체ner Veltliner (Kamptal),29,3.0,3.0,5.0,5.0,2.0,3.0
Casca Wines 2012 Monte Cascas Reserva Red (Alentejano),19,3.0,5.0,4.0,3.0,5.0,2.0
Magnum Vinhos 2012 Ribeiro Santo Reserva Red (D찾o),20,3.0,3.0,5.0,4.0,5.0,2.0
Maysara 2013 Momtazi Vineyard Pinot Gris (McMinnville),23,5.0,1.0,5.0,5.0,2.0,1.0
Yalumba 2009 Virgilius Viognier (Eden Valley),40,4.0,3.0,4.0,4.0,1.0,3.0
Mendoza Vineyards 2013 R&B Single Vineyard Malbec (Mendoza),90,5.0,3.0,5.0,3.0,4.0,3.0
Martinelle 2009 Red (Ventoux),18,4.0,3.0,5.0,3.0,2.0,3.0
Seven Angels 2012 St. Peter of Alcantara Vineyard Zinfandel (Paso Robles),29,5.0,5.0,5.0,5.0,3.0,3.0
Camille Giroud 2008 Le Champ Gain  (Puligny-Montrachet),100,3.0,3.0,5.0,5.0,4.0,2.0
Casa Ermelinda Freitas 2014 Dona Ermelinda White (Palmela),10,1.0,5.0,5.0,5.0,3.0,3.0
Winter's Hill 2014 Reserve Pinot Gris (Dundee Hills),29,3.0,3.0,3.0,3.0,5.0,5.0
Nelms Road 2012 Cabernet Sauvignon (Washington),,3.0,3.0,3.0,3.0,5.0,3.0
Korta Katarina 2008 Posip (Kor훾ula),24,3.0,3.0,5.0,5.0,1.0,1.0
Bonaccorsi 2010 Melville Vineyard Chardonnay (Sta. Rita Hills),40,5.0,3.0,5.0,5.0,2.0,1.0
Midnight 2012 Nocturne Syrah (Paso Robles),32,4.0,3.0,5.0,5.0,2.0,3.0
Codorn챠u NV Anna de Codorniu Ros챕 Sparkling (Cava),15,3.0,3.0,5.0,3.0,3.0,3.0
Girasole 2014 Pinot Noir (Mendocino County),16,3.0,3.0,5.0,3.0,3.0,5.0
Jean-Luc and Paul Aegerter 2012 B챕lissand Premier Cru  (Beaune),74,3.0,3.0,4.0,5.0,4.0,1.0
Comando-G 2014 Las Umbr챠as Rozas de Puerto Real Garnacha (Vino de la Tierra de Castilla y Le처n),105,3.0,3.0,5.0,3.0,5.0,3.0
Zull 2006 Innere Bergen Riesling (Nieder철sterreich),23,3.0,3.0,3.0,5.0,5.0,3.0
Polz 2013 Therese Sauvignon Blanc (S체dsteiermark),24,3.0,3.0,5.0,3.0,3.0,5.0
Volpaia 2011 Coltassala Riserva  (Chianti Classico),68,4.0,5.0,5.0,3.0,4.0,5.0
Monte De Oro 2013 Zinfandel (Temecula Valley),36,5.0,3.0,4.0,3.0,3.0,3.0
Monticello Vineyards 2006 Estate Grown Merlot (Oak Knoll District),34,3.0,5.0,5.0,3.0,3.0,3.0
Rhiannon 2014 Red (California),12,3.0,3.0,3.0,3.0,5.0,3.0
Domaine Albert Mann 2011 Cuv챕e Albert Riesling (Alsace),27,3.0,3.0,4.0,5.0,1.0,5.0
Giuseppe Gabbas 2014 Manzanile  (Vermentino di Sardegna),25,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),350,3.0,3.0,4.0,5.0,5.0,3.0
Vi챰a Olabarri 2011 Crianza  (Rioja),16,3.0,3.0,5.0,3.0,5.0,3.0
Herdade da Comporta 2015 Private Selection Verdelho (Pen챠nsula de Set첬bal),23,4.0,3.0,4.0,5.0,4.0,3.0
Chalk Hill 2012 Clara's Vineyard Red (Chalk Hill),85,5.0,3.0,5.0,5.0,4.0,3.0
Donati 2013 Merlot (Paicines),20,5.0,3.0,5.0,3.0,4.0,3.0
Valserrano 2010 Gran Reserva  (Rioja),36,3.0,4.0,5.0,3.0,4.0,1.0
Fattoria San Francesco 2007 Ronco dei Quattroventi Ros챕 (Cir챵),,5.0,3.0,5.0,3.0,3.0,3.0
Murphy-Goode 2012 Single Deck Cabernet Sauvignon (Alexander Valley),45,3.0,5.0,3.0,3.0,5.0,5.0
La Vis 2014 Ritratti Pinot Grigio (Trentino),19,3.0,3.0,5.0,5.0,3.0,3.0
Fran챌ois Lurton 2011 Pinot Gris (Mendoza),13,4.0,3.0,5.0,3.0,3.0,5.0
Tudal 2009 Legacy Lot 30 Cabernet Sauvignon (Napa Valley),115,5.0,5.0,5.0,3.0,3.0,5.0
Mt. Beautiful 2015 Pinot Noir (Canterbury),30,5.0,5.0,5.0,4.0,3.0,2.0
Left Bend 2013 Cabernet Sauvignon (Santa Cruz Mountains),45,5.0,5.0,5.0,3.0,3.0,3.0
Atwater 2012 Syrah (Finger Lakes),32,3.0,5.0,5.0,3.0,4.0,3.0
Don Tony Perez 2011 Limited Edition Red (Curic처 Valley),40,5.0,5.0,5.0,3.0,3.0,3.0
Dark Horse 2014 Cabernet Sauvignon (California),10,3.0,4.0,5.0,3.0,4.0,3.0
Tenute Girolamo 2013 La Voliera Red (Salice Salentino),10,3.0,5.0,5.0,3.0,3.0,3.0
Seven Hills 1999 White Riesling (Columbia Valley (WA)),8,5.0,1.0,5.0,3.0,3.0,3.0
Jones of Washington 2012 Riesling (Ancient Lakes),12,5.0,3.0,5.0,5.0,5.0,3.0
Cascina Bruciata 2010 Rio Sordo Riserva  (Barbaresco),75,3.0,5.0,3.0,3.0,3.0,3.0
Campelo 2014 Casal da Seara White (Vinho Verde),6,5.0,3.0,5.0,3.0,3.0,3.0
Kon Tiki 2015 Pinot Noir (Central Valley),13,3.0,3.0,5.0,3.0,4.0,1.0
Keuka Lake Vineyards 2014 Estate Grown and Bottled Falling Man Vineyard Dry Riesling (Finger Lakes),40,3.0,3.0,5.0,5.0,4.0,3.0
Domaine Sainte L챕ocadie 2007 Fernand Averoux Red (Minervois),30,3.0,3.0,5.0,3.0,3.0,3.0
Tantara 2011 Bien Nacido Vineyard Adobe Pinot Noir (Santa Maria Valley),55,3.0,3.0,5.0,5.0,3.0,3.0
Pursuit 2006 Campfire Red Red (Napa Valley),45,3.0,4.0,5.0,3.0,4.0,3.0
Pesquera 2005 Tinto  (Ribera del Duero),38,4.0,3.0,3.0,4.0,3.0,3.0
Marilyn Merlot 2013 Merlot (Napa Valley),26,5.0,1.0,5.0,3.0,3.0,3.0
Zaca Mesa 2013 Chapel G Syrah (Santa Ynez Valley),48,3.0,4.0,5.0,5.0,4.0,5.0
Rodney Strong 1999 Knotty Vines Zinfandel (Northern Sonoma),18,3.0,3.0,5.0,3.0,3.0,1.0
Williams Selyem 2015 Olivet Lane Vineyard Chardonnay (Russian River Valley),65,5.0,3.0,5.0,5.0,5.0,5.0
Ch창teau de Corbiac 2005  P챕charmant,25,3.0,5.0,3.0,3.0,5.0,3.0
Pardon et Fils 2013 Cuv챕e de l'Hermitage  (Beaujolais-Villages),16,3.0,5.0,5.0,3.0,2.0,5.0
Tangent 2006 Paragon Vineyard Pinot Gris (Edna Valley),17,3.0,3.0,3.0,5.0,4.0,1.0
Croma Vera 2015 Spanish Springs Vineyard Albari챰o (San Luis Obispo County),26,3.0,3.0,5.0,5.0,3.0,3.0
Williams Selyem 2012 Pinot Noir (Sonoma Coast),52,3.0,4.0,5.0,5.0,3.0,5.0
Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Merlot (Maipo Valley),12,5.0,3.0,5.0,3.0,4.0,2.0
Valle dell'Asso 2005 Terra S. Giovanni Primitivo (Salento),14,3.0,3.0,5.0,5.0,2.0,3.0
W. & J. Graham's NV The Tawny  (Port),30,3.0,3.0,3.0,3.0,5.0,3.0
Antoniolo 2010 San Francesco  (Gattinara),60,3.0,5.0,5.0,5.0,4.0,3.0
Pisano 2013 Cisplatino Tannat-Merlot (Progreso),12,3.0,3.0,5.0,3.0,4.0,3.0
Elizabeth Chambers 2014 Lazy River Vineyard Pinot Noir,48,3.0,3.0,5.0,5.0,1.0,3.0
Ch창teau Bibian 2011  Haut-M챕doc,,5.0,5.0,3.0,3.0,1.0,3.0
Ch창teau Lafite Rothschild 2010 Barrel sample Les Carruades de Lafite  (Pauillac),,3.0,3.0,4.0,5.0,4.0,5.0
Cantine Grasso 2014 Nero d'Avola (Terre Siciliane),11,3.0,3.0,5.0,3.0,3.0,3.0
Tiefenbrunner 2011 Linticlarus Riserva Lagrein (Alto Adige),40,3.0,5.0,5.0,5.0,3.0,3.0
Wines & Winemakers 2016 Monte de Ba챠a Ros챕 (Pen챠nsula de Set첬bal),12,3.0,3.0,3.0,5.0,3.0,3.0
Rapido Red 2006 Barbera (Piedmont),12,4.0,3.0,5.0,3.0,3.0,3.0
Orsi Family Vineyards 2013 Sangiovese (Dry Creek Valley),28,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau La Caussade 2014  Cadillac C척tes de Bordeaux,20,3.0,3.0,5.0,3.0,4.0,3.0
Le B챔rne 2011  Vino Nobile di Montepulciano,40,4.0,5.0,5.0,3.0,2.0,1.0
Stella Monsi 2009 Zinfandel (Dry Creek Valley),30,3.0,4.0,5.0,3.0,3.0,1.0
Marziano Abbona 2008 Rinaldi  (Barbera d'Alba),20,3.0,3.0,5.0,3.0,5.0,3.0
De Martino 2013 Single Vineyard Las Cruces Old Vine Red (Cachapoal Valley),43,3.0,3.0,5.0,5.0,4.0,3.0
Peju 2010 Cabernet Franc (Napa Valley),50,3.0,5.0,5.0,3.0,2.0,1.0
Diamond River 2005 Cabernet Sauvignon (Lutzville Valley),10,3.0,5.0,5.0,3.0,4.0,3.0
Adega Vila Real 2015 Tinta Roriz (Douro),15,3.0,3.0,3.0,5.0,4.0,3.0
Rigg Estate Vineyards 2006 Reserve Cabernet Sauvignon (Livermore Valley),85,5.0,3.0,3.0,3.0,5.0,1.0
Rutherford Hill 2010 Chardonnay (Napa Valley),24,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau Feret Lambert 2014 Costes du Ch창teau Feret Lambert  (Bordeaux Sup챕rieur),15,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau des Jacques 2013  Beaujolais Blanc,22,3.0,3.0,4.0,5.0,3.0,3.0
Ch창teau de Corbiac 2008  P챕charmant,22,5.0,5.0,3.0,3.0,5.0,1.0
Castellinuzza e Piuca 2010  Chianti Classico,16,3.0,5.0,5.0,5.0,4.0,3.0
Kelley Fox 2011 Momtazi Vineyard Pinot Noir (McMinnville),40,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau de la Jaubertie 2011 Mirabelle White (Bergerac Sec),19,3.0,3.0,5.0,5.0,3.0,3.0
Corvalle 2010 Rutherford Runway Vineyard Sauvignon Blanc (Rutherford),28,5.0,3.0,5.0,5.0,4.0,3.0
Benincasa 2004  Sagrantino di Montefalco,34,5.0,4.0,5.0,3.0,3.0,5.0
San Simone 2010 Perlae Naonis Brut Millesimato  (Prosecco),14,3.0,3.0,5.0,3.0,3.0,4.0
Testarossa 2010 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),59,3.0,3.0,5.0,5.0,3.0,3.0
Querce Bettina 2011  Brunello di Montalcino,,3.0,5.0,5.0,3.0,4.0,5.0
La Chablisienne 2010 Monte de Milieu Premier Cru  (Chablis),35,3.0,3.0,5.0,5.0,1.0,2.0
Ch창teau Cantinot 2011  Blaye C척tes de Bordeaux,30,3.0,5.0,5.0,5.0,2.0,3.0
Three Fox 2007 Il Volpe Sangiovese (Virginia),23,3.0,3.0,5.0,3.0,3.0,5.0
Robert Hall 2011 Chardonnay (Paso Robles),18,5.0,3.0,5.0,5.0,2.0,1.0
Ara 2009 Resolute Sauvignon Blanc (Marlborough),26,4.0,3.0,5.0,4.0,2.0,3.0
Girasole 2013 Hybrid Red Organic Grapes Red (Mendocino),13,5.0,5.0,5.0,3.0,3.0,1.0
Le Bertarole 2007 Podere Cariano  (Amarone della Valpolicella Classico),24,5.0,3.0,3.0,3.0,5.0,3.0
La Chablisienne 2006 Le Fief de Grenouilles Grand Cru  (Chablis),67,4.0,5.0,5.0,5.0,5.0,3.0
Pe챰alolen 2011 Sauvignon Blanc (Casablanca Valley),12,3.0,3.0,3.0,5.0,5.0,3.0
Pietro Rinaldi 2012  Barolo,60,4.0,5.0,5.0,3.0,3.0,3.0
Keller Estate 2010 R척tie Red (Sonoma Coast),54,5.0,5.0,5.0,3.0,1.0,1.0
Rodney Strong 1998 Estate Vineyards Merlot (Alexander Valley),26,3.0,5.0,5.0,3.0,5.0,3.0
Santa Alicia 2014 Reserva Espiritu de Los Andes Estate Bottled Cabernet Sauvignon (Maipo Valley),12,3.0,5.0,5.0,3.0,4.0,3.0
Tasca d'Almerita 2007 Diamante 500ml White (Sicilia),30,5.0,3.0,5.0,5.0,3.0,2.0
Marco Abella 2014 횘lbia White (Priorat),95,3.0,3.0,5.0,5.0,3.0,3.0
Cambridge & Sunset 2010 Cabernet Sauvignon (California),12,3.0,3.0,5.0,3.0,5.0,1.0
Gramercy 2012 Syrah (Columbia Valley (WA)),40,3.0,5.0,3.0,4.0,4.0,3.0
Villebois 2014  Pouilly-Fum챕,,4.0,3.0,5.0,5.0,3.0,3.0
Cline 2015 Estate Grown Chardonnay (Sonoma Coast),13,3.0,3.0,5.0,3.0,4.0,3.0
Foxen 2011 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),62,3.0,3.0,5.0,5.0,5.0,3.0
Boatique 2013 Zinfandel (Sonoma County),50,3.0,3.0,3.0,3.0,3.0,5.0
Santos & Seixo 2014 Santos da Casa Tinto Red (Alentejano),15,3.0,3.0,5.0,5.0,5.0,2.0
Vi챰a Hermosa 2004 Reserva  (Rioja),23,5.0,3.0,3.0,3.0,4.0,1.0
Derby 2013 Derbyshire Vineyard San Simeon Pinot Noir (San Luis Obispo County),38,3.0,5.0,5.0,5.0,3.0,3.0
Stuhlmuller Vineyards 2010 Estate Cabernet Sauvignon (Alexander Valley),38,3.0,5.0,5.0,3.0,3.0,3.0
Cartograph 2009 Floodgate Vineyard Pinot Noir (Russian River Valley),38,3.0,3.0,5.0,5.0,3.0,5.0
El Enemigo 2012 Bonarda (Mendoza),30,3.0,4.0,5.0,3.0,5.0,5.0
Honor Winery 2010 Red (North Coast),49,4.0,5.0,5.0,5.0,2.0,2.0
Producteurs Plaimont 2002 Ch창teau Arricau-Bordes Tannat (Madiran),35,3.0,5.0,3.0,3.0,3.0,1.0
Ch창teau d'Ourbenac 2005 Malbec (Cahors),16,3.0,5.0,5.0,3.0,2.0,5.0
Lucien Lardy 2013  Beaujolais-Villages,16,4.0,3.0,4.0,5.0,3.0,3.0
6 North 2008 Stagecoach Vineyard Threshold Cabernet Sauvignon (Napa Valley),55,5.0,3.0,5.0,3.0,5.0,3.0
Ch창teau Roquefort 2015  Bordeaux,15,3.0,3.0,5.0,5.0,3.0,3.0
Recchia 2008 Le Muraie  (Valpolicella Classico Superiore Ripasso),19,5.0,3.0,5.0,3.0,4.0,3.0
Ch창teau Pichon Longueville 2014  Pauillac,130,3.0,5.0,5.0,3.0,2.0,3.0
Ch창teau Tessendey 2010  Fronsac,15,3.0,3.0,5.0,4.0,5.0,2.0
Domaine Sainte-Marie 2014 VieVit챕 Extraordinaire Ros챕 (C척tes de Provence),25,3.0,3.0,5.0,5.0,3.0,5.0
Humberto Canale 2015 Estate Cabernet Franc (Patagonia),14,3.0,3.0,5.0,3.0,5.0,3.0
Tenuta di Valgiano 2009 Red (Colline Lucchesi),75,5.0,3.0,5.0,3.0,4.0,3.0
DanCin 2016 M챕lange Chardonnay (Southern Oregon),32,4.0,3.0,5.0,4.0,3.0,3.0
Cutruzzola 2012 Riven Rock Vineyard Riesling (San Luis Obispo County),28,5.0,3.0,4.0,5.0,3.0,3.0
Navarro 2016 Ros챕 (Mendocino),20,3.0,3.0,3.0,5.0,4.0,3.0
Coto de Hayas 2015 Garnacha-Syrah (Campo de Borja),9,3.0,3.0,5.0,5.0,5.0,3.0
Caposaldo 2015  Chianti,11,3.0,5.0,5.0,5.0,3.0,5.0
Chocolate Box 2012 Chardonnay (California),12,4.0,3.0,5.0,5.0,4.0,3.0
William Hill Estate 2014 Chardonnay (North Coast),17,5.0,3.0,3.0,3.0,5.0,5.0
Williamson Vineyard 2009 Sangiovese,18,3.0,3.0,5.0,4.0,3.0,3.0
Soos Creek 2005 Ciel du Cheval Vineyard Red Wine Red (Red Mountain),40,3.0,5.0,5.0,5.0,4.0,1.0
Los Haroldos 2011 Reserva de Familia Malbec (Mendoza),20,5.0,1.0,5.0,5.0,3.0,3.0
Axios 2008 Cabernet Sauvignon (Napa Valley),125,5.0,5.0,4.0,4.0,5.0,5.0
J. Portugal Ramos 2009 Marqu챗s de Borba Red (Alentejo),14,3.0,3.0,5.0,3.0,5.0,5.0
